date,work,wage,sum
1989-01-01,2.785,4.9725,7.7575
1989-04-01,1.8499999999999999,4.705,6.555
1989-07-01,2.8575,3.1725,6.029999999999999
1989-10-01,2.325,3.4225,5.7475000000000005
1990-01-01,2.315,3.9875,6.3025
1990-04-01,1.8725,5.205,7.077500000000001
1990-07-01,0.8949999999999999,6.0075,6.9025
1990-10-01,0.15249999999999997,5.2375,5.39
1991-01-01,-1.69,5.234999999999999,3.5449999999999995
1991-04-01,-1.7799999999999998,4.58,2.8000000000000003
1991-07-01,-1.4475,4.3525,2.9050000000000002
1991-10-01,-1.0399999999999998,5.0625,4.0225
1992-01-01,0.5825,5.5775,6.16
1992-04-01,1.2,5.359999999999999,6.56
1992-07-01,1.04,5.279999999999999,6.319999999999999
1992-10-01,1.44,4.8325000000000005,6.272500000000001
1993-01-01,1.25,2.9425,4.1925
1993-04-01,1.85,2.2325,4.0825
1993-07-01,2.3625,1.6075,3.9699999999999998
1993-10-01,2.6675,1.435,4.1025
1994-01-01,1.4324999999999997,3.06,4.4925
1994-04-01,2.5075,2.5500000000000003,5.0575
1994-07-01,2.0974999999999997,3.0774999999999997,5.174999999999999
1994-10-01,2.215,2.9175,5.1325
1995-01-01,3.455,2.205,5.66
1995-04-01,1.4325,3.1125,4.545
1995-07-01,1.7425000000000002,2.92,4.6625
1995-10-01,1.4224999999999999,2.9125,4.335
1996-01-01,0.012499999999999956,4.342499999999999,4.3549999999999995
1996-04-01,1.9249999999999998,3.2225,5.1475
1996-07-01,2.2775,3.2150000000000003,5.4925
1996-10-01,2.7225,3.1224999999999996,5.845
1997-01-01,3.855,2.5875,6.4425
1997-04-01,3.1825,3.0275,6.21
1997-07-01,2.9875,3.4724999999999997,6.459999999999999
1997-10-01,2.7525,4.55,7.3025
1998-01-01,3.0925000000000002,4.525,7.617500000000001
1998-04-01,2.4275,5.4799999999999995,7.9075
1998-07-01,2.0825,5.855,7.9375
1998-10-01,2.58,4.757499999999999,7.3374999999999995
1999-01-01,2.4225,4.5575,6.98
1999-04-01,2.4175,3.8625,6.279999999999999
1999-07-01,2.2150000000000003,3.8325,6.0475
1999-10-01,2.49,4.3825,6.8725000000000005
2000-01-01,4.41,4.3999999999999995,8.809999999999999
