date,VALUE
1989-01-01,719
1989-02-01,622
1989-03-01,567
1989-04-01,608
1989-05-01,656
1989-06-01,642
1989-07-01,731
1989-08-01,697
1989-09-01,639
1989-10-01,645
1989-11-01,684
1989-12-01,630
1990-01-01,620
1990-02-01,591
1990-03-01,574
1990-04-01,542
1990-05-01,534
1990-06-01,545
1990-07-01,542
1990-08-01,528
1990-09-01,496
1990-10-01,465
1990-11-01,493
1990-12-01,464
1991-01-01,401
1991-02-01,482
1991-03-01,507
1991-04-01,508
1991-05-01,517
1991-06-01,516
1991-07-01,511
1991-08-01,526
1991-09-01,487
1991-10-01,524
1991-11-01,575
1991-12-01,558
1992-01-01,676
1992-02-01,639
1992-03-01,553
1992-04-01,546
1992-05-01,554
1992-06-01,596
1992-07-01,627
1992-08-01,636
1992-09-01,650
1992-10-01,621
1992-11-01,614
1992-12-01,650
1993-01-01,596
1993-02-01,604
1993-03-01,602
1993-04-01,701
1993-05-01,626
1993-06-01,653
1993-07-01,655
1993-08-01,645
1993-09-01,726
1993-10-01,704
1993-11-01,769
1993-12-01,812
1994-01-01,619
1994-02-01,686
1994-03-01,747
1994-04-01,692
1994-05-01,691
1994-06-01,621
1994-07-01,628
1994-08-01,656
1994-09-01,677
1994-10-01,715
1994-11-01,646
1994-12-01,629
1995-01-01,626
1995-02-01,559
1995-03-01,616
1995-04-01,621
1995-05-01,674
1995-06-01,725
1995-07-01,765
1995-08-01,701
1995-09-01,678
1995-10-01,696
1995-11-01,664
1995-12-01,709
1996-01-01,714
1996-02-01,769
1996-03-01,721
1996-04-01,736
1996-05-01,746
1996-06-01,721
1996-07-01,770
1996-08-01,826
1996-09-01,770
1996-10-01,720
1996-11-01,771
1996-12-01,805
1997-01-01,830
1997-02-01,801
1997-03-01,831
1997-04-01,744
1997-05-01,760
1997-06-01,793
1997-07-01,805
1997-08-01,815
1997-09-01,840
1997-10-01,800
1997-11-01,864
1997-12-01,793
1998-01-01,872
1998-02-01,866
1998-03-01,836
1998-04-01,866
1998-05-01,887
1998-06-01,923
1998-07-01,876
1998-08-01,846
1998-09-01,864
1998-10-01,893
1998-11-01,995
1998-12-01,949
1999-01-01,875
1999-02-01,848
1999-03-01,863
1999-04-01,918
1999-05-01,888
1999-06-01,923
1999-07-01,900
1999-08-01,893
1999-09-01,826
1999-10-01,872
1999-11-01,863
1999-12-01,873
2000-01-01,873
2000-02-01,856
2000-03-01,900
2000-04-01,841
2000-05-01,857
2000-06-01,793
2000-07-01,887
2000-08-01,848
2000-09-01,912
2000-10-01,933
2000-11-01,880
2000-12-01,983
2001-01-01,936
2001-02-01,963
2001-03-01,939
2001-04-01,909
2001-05-01,885
2001-06-01,882
2001-07-01,880
2001-08-01,866
2001-09-01,853
2001-10-01,871
2001-11-01,924
2001-12-01,979
2002-01-01,880
2002-02-01,948
2002-03-01,923
2002-04-01,936
2002-05-01,978
2002-06-01,957
2002-07-01,956
2002-08-01,1014
2002-09-01,1044
2002-10-01,1006
2002-11-01,1024
2002-12-01,1048
2003-01-01,999
2003-02-01,936
2003-03-01,999
2003-04-01,1012
2003-05-01,1078
2003-06-01,1193
2003-07-01,1168
2003-08-01,1206
2003-09-01,1131
2003-10-01,1144
2003-11-01,1093
2003-12-01,1129
2004-01-01,1165
2004-02-01,1159
2004-03-01,1276
2004-04-01,1186
2004-05-01,1241
2004-06-01,1180
2004-07-01,1088
2004-08-01,1175
2004-09-01,1214
2004-10-01,1305
2004-11-01,1179
2004-12-01,1242
2005-01-01,1203
2005-02-01,1319
2005-03-01,1328
2005-04-01,1260
2005-05-01,1286
2005-06-01,1274
2005-07-01,1389
2005-08-01,1255
2005-09-01,1244
2005-10-01,1336
2005-11-01,1214
2005-12-01,1239
2006-01-01,1174
2006-02-01,1061
2006-03-01,1116
2006-04-01,1123
2006-05-01,1086
2006-06-01,1074
2006-07-01,965
2006-08-01,1035
2006-09-01,1016
2006-10-01,941
2006-11-01,1003
2006-12-01,998
2007-01-01,891
2007-02-01,828
2007-03-01,833
2007-04-01,887
2007-05-01,842
2007-06-01,793
2007-07-01,778
2007-08-01,699
2007-09-01,686
2007-10-01,727
2007-11-01,641
2007-12-01,619
2008-01-01,627
2008-02-01,593
2008-03-01,535
2008-04-01,536
2008-05-01,504
2008-06-01,487
2008-07-01,477
2008-08-01,435
2008-09-01,433
2008-10-01,393
2008-11-01,389
2008-12-01,377
2009-01-01,336
2009-02-01,372
2009-03-01,339
2009-04-01,337
2009-05-01,376
2009-06-01,393
2009-07-01,411
2009-08-01,418
2009-09-01,386
2009-10-01,396
2009-11-01,375
2009-12-01,352
2010-01-01,345
2010-02-01,336
2010-03-01,381
2010-04-01,422
2010-05-01,280
2010-06-01,305
2010-07-01,283
2010-08-01,282
2010-09-01,317
2010-10-01,291
2010-11-01,287
2010-12-01,326
2011-01-01,307
2011-02-01,270
2011-03-01,300
2011-04-01,310
2011-05-01,305
2011-06-01,301
2011-07-01,296
2011-08-01,299
2011-09-01,304
2011-10-01,316
2011-11-01,328
2011-12-01,341
2012-01-01,335
2012-02-01,366
2012-03-01,354
2012-04-01,354
2012-05-01,370
2012-06-01,360
2012-07-01,369
2012-08-01,375
2012-09-01,385
2012-10-01,358
