date,VALUE
1989-01-07,544138
1989-01-14,519727
1989-01-21,364499
1989-01-28,361331
1989-02-04,340647
1989-02-11,365301
1989-02-18,317676
1989-02-25,288690
1989-03-04,333669
1989-03-11,325019
1989-03-18,291112
1989-03-25,276369
1989-04-01,275799
1989-04-08,321723
1989-04-15,275240
1989-04-22,271002
1989-04-29,247646
1989-05-06,275425
1989-05-13,275507
1989-05-20,260543
1989-05-27,266146
1989-06-03,243246
1989-06-10,295499
1989-06-17,285589
1989-06-24,295338
1989-07-01,319577
1989-07-08,364594
1989-07-15,423847
1989-07-22,365026
1989-07-29,320773
1989-08-05,311584
1989-08-12,291429
1989-08-19,261419
1989-08-26,254488
1989-09-02,259540
1989-09-09,239989
1989-09-16,271903
1989-09-23,262895
1989-09-30,265310
1989-10-07,375972
1989-10-14,284584
1989-10-21,315473
1989-10-28,317538
1989-11-04,336759
1989-11-11,303556
1989-11-18,377814
1989-11-25,316458
1989-12-02,443684
1989-12-09,426514
1989-12-16,420795
1989-12-23,534261
1989-12-30,515926
1990-01-06,581679
1990-01-13,730995
1990-01-20,485424
1990-01-27,440748
1990-02-03,432922
1990-02-10,429764
1990-02-17,364616
1990-02-24,341969
1990-03-03,361937
1990-03-10,355935
1990-03-17,325164
1990-03-24,306391
1990-03-31,297117
1990-04-07,372079
1990-04-14,315624
1990-04-21,324936
1990-04-28,294785
1990-05-05,304160
1990-05-12,299266
1990-05-19,287082
1990-05-26,295476
1990-06-02,273910
1990-06-09,321727
1990-06-16,305690
1990-06-23,316999
1990-06-30,326407
1990-07-07,419256
1990-07-14,448952
1990-07-21,407676
1990-07-28,353149
1990-08-04,336997
1990-08-11,330678
1990-08-18,313804
1990-08-25,302267
1990-09-01,305510
1990-09-08,277768
1990-09-15,323246
1990-09-22,306549
1990-09-29,308080
1990-10-06,361538
1990-10-13,356203
1990-10-20,387444
1990-10-27,394598
1990-11-03,424771
1990-11-10,463874
1990-11-17,433003
1990-11-24,422676
1990-12-01,568583
1990-12-08,574323
1990-12-15,523403
1990-12-22,637449
1990-12-29,649471
1991-01-05,651775
1991-01-12,872742
1991-01-19,691092
1991-01-26,511360
1991-02-02,563060
1991-02-09,574760
1991-02-16,498200
1991-02-23,492325
1991-03-02,504023
1991-03-09,514410
1991-03-16,470801
1991-03-23,477877
1991-03-30,412904
1991-04-06,448082
1991-04-13,459364
1991-04-20,433912
1991-04-27,385153
1991-05-04,384458
1991-05-11,382113
1991-05-18,366492
1991-05-25,365117
1991-06-01,320632
1991-06-08,397682
1991-06-15,369074
1991-06-22,371232
1991-06-29,370372
1991-07-06,427161
