date,Income Security,Social Security,Health,National Defense,Medicare,Net Interest,Other
2016-12-31,13.291473500249914,23.454474696781023,13.628051774443653,15.48445606557453,15.14482206891357,6.555852572573776,12.440869321463522
2017-01-31,13.12106783625628,23.984400159576026,13.62385386567399,15.357473567314994,15.04646568973489,6.522430437745652,12.34430844369817
2017-02-28,12.971201665963026,24.02562123394707,13.717574123887966,15.390510236794752,15.045666470258109,6.5800080142132735,12.269418254935808
2017-03-31,13.092809165637224,23.748459226248464,13.459588558833824,15.250508126887304,15.528157245536677,6.637251468832918,12.283226208023583
2017-04-30,12.87851887862048,24.16898383473118,13.640080454912152,15.250916317739586,14.57173195670967,6.873459182113324,12.616309375173621
2017-05-31,12.940903257024349,23.907508125193758,13.547274989834248,15.220594107340753,15.028584660663515,6.709606197387568,12.64552866255581
2017-06-30,12.79330999191429,23.347391614569705,13.191800702128534,15.04422255716934,15.320377139320785,6.498766737495975,13.80413125740138
2017-07-31,12.761803379050079,23.691150360008205,13.320584453178357,15.13031695932225,14.81516941270713,6.520516633898159,13.760458801835815
2017-08-31,12.762847083538448,23.780675781639435,13.406803799051255,15.231237625553392,14.85920869853001,6.502350578683741,13.45687643300372
2017-09-30,12.66643283036084,23.74592799374845,13.396357992664793,15.08565253473285,15.010935964940417,6.6039741531245975,13.490718530428053
2017-10-31,12.591466965752712,23.611125557488425,13.390451836996162,15.151959069563842,14.93382911994558,6.677046189586782,13.644121260666504
2017-11-30,12.567325116338598,23.613177528628736,13.359882554154723,15.099108640007247,14.840376663456448,6.8173921020106745,13.702737395403588
2017-12-31,12.520063612259044,23.671410612401754,13.229343991683987,15.146011940066295,14.843532769847096,6.810956889620923,13.778680184120898
2018-01-31,12.541395284215984,23.648952864622768,13.165507116147229,15.068363027170772,14.852188199977197,6.868749734429071,13.854843773436967
2018-02-28,12.436219421679413,23.70054917355409,13.145278969131088,15.110494086497766,14.887044535069835,6.909239410777793,13.811174403290002
2018-03-31,12.347824381666408,23.639711356898225,13.195797650034983,15.026767049870484,14.792409825986198,6.94486445581648,14.052625279727229
2018-04-30,12.263697543104055,23.60037345178468,13.164696625619696,15.098349854880459,14.753108567875767,7.096094083637662,14.023679873097675
2018-05-31,12.132172125500386,23.498517070291417,13.112591669911014,15.136482245675968,14.668240936061839,7.193026774128771,14.258969178430615
2018-06-30,12.268550548086525,23.824988630909658,13.181056390445182,15.462017241330251,14.93561570242019,7.422321592873013,12.905449893935181
2018-07-31,12.20422162962745,23.764007209501916,13.06426894070202,15.492391015555166,14.872768043304966,7.605354208457762,12.996988952850714
2018-08-31,12.140061084819193,23.88640566669017,12.721538109972958,15.425829525587407,15.160018182457192,7.583182795272089,13.082964635201005
2018-09-30,12.06991762052954,24.04711809354192,13.009603625695021,15.793964949493992,14.33158305806644,7.904499982296201,12.84331267037689
2018-10-31,12.133214391456498,23.826946155698607,12.829585341640684,15.812565870624093,14.801451367227337,7.885457078377161,12.710779794975604
2018-11-30,12.150448961683564,23.565695960039772,12.5987551728952,15.921577334836487,15.079016994218689,7.810253677893981,12.874251898432298
2018-12-31,11.999380174907362,23.78856282178571,12.740757342536726,15.955645484070377,14.628633861024134,8.095939354510975,12.791080961164717
2019-01-31,11.977792096297515,23.78801192067858,12.709426668267287,16.17598344665367,14.623162915650328,8.151871060842625,12.573751891610009
2019-02-28,11.98162157310417,23.740512424583155,12.65634936148668,16.258711647947806,14.60228713542805,8.128002745657255,12.632515111792891
2019-03-31,11.914584409846114,24.105958313806834,12.696719066701206,16.42276073081906,14.21976327124392,8.295919647665555,12.344294559917305
2019-04-30,11.948401571971136,23.778266572980378,12.634496749884752,16.307966290614857,14.674829313620355,8.207545415969433,12.448494084959098
2019-05-31,11.979400376122214,23.47776932836359,12.491024512528803,16.227459413807747,15.452009811582771,8.271278524213264,12.10105803338163
2019-06-30,11.710445368811282,23.853929611135154,12.813330904449124,16.076911477915402,14.31586919398232,8.532551665596092,12.696961778110627
2019-07-31,11.749312558444641,23.58781487507994,12.785260992509967,15.987121785517209,14.808796271543162,8.390798158432645,12.690895358472435
2019-08-31,11.76407415087503,23.163665013496612,12.834403226501879,15.983005870183097,14.870869309420698,8.487354404243321,12.896628025279355
2019-09-30,11.591673766854164,23.48806958453254,12.839164445112766,15.774649178734057,14.640404800729744,8.44711502736243,13.218923196674295
2019-10-31,11.506784555041847,23.460159150693176,12.917312696260682,15.733375017499096,14.622349443104838,8.407675994816817,13.35234314258355
2019-11-30,11.475983775521707,23.458824125910134,13.022420895474468,15.6687382798539,14.694332681649694,8.340914312269984,13.338785929320126
2019-12-31,11.46151847796896,23.436582480509717,12.9841922894849,15.701463305089916,14.674174656235687,8.306276355655354,13.435792435055454
2020-01-31,11.438046974029279,23.153897118298527,12.892117847851187,15.470925087211777,15.214603541963806,8.226229979142152,13.604179451503287
2020-02-29,11.48041860088559,23.12946262893525,12.954488868597425,15.348172485672704,15.147778818274576,8.313746302434753,13.625932295199686
2020-03-31,11.301722984253356,23.319111724862715,13.049850501856783,15.49077141336288,14.60747025039748,8.373645055501122,13.857428069765657
2020-04-30,15.007589488218548,20.69078680158339,12.51438072737438,13.752777579246947,14.782040491840547,7.36036256751483,15.892062344221364
2020-05-31,17.18589212886429,20.256716341429097,12.760878340345078,13.342306296585202,13.508861509738882,6.900925498540221,16.044419884497227
2020-06-30,17.203553692122558,17.785999810439744,11.53241393946306,11.788859979299527,12.457633933642887,5.691327911115157,23.540210733917068
2020-07-31,18.505610472485472,17.133084138007835,11.436570852840847,11.458891395223086,12.606762688883244,5.378864547362453,23.48021590519708
2020-08-31,19.14882984420619,17.209110119964436,11.624482898853337,11.281405882584336,11.618417405990563,5.396666669112435,23.721087179288702
2020-09-30,19.269826852045988,16.724848862760602,11.420763935903507,11.084426034386578,11.847077214008216,5.261063875933076,24.391993224962043
2020-10-31,19.485691273822358,16.429709198738898,11.354177306524663,10.973443613932533,12.198491758782486,5.148464811916324,24.410022036282736
2020-11-30,19.84315441314252,16.653892261297322,11.570592739241006,10.960302996409688,11.402598288468246,5.155683366085418,24.4137759353558
