Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1989:Q3,Silent,16375120,17642579,4588052,1060570,1707411,3103469,729029,2202945,4251103,1267459,831943,308962,126554
1989:Q3,BabyBoom,3987419,5819220,2260997,790285,379142,378316,283735,754594,972151,1831801,1355516,445778,30507
1989:Q3,GenX,77443,130957,44121,45325,3891,545,1257,12083,23735,53514,23697,29467,350
1989:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1989:Q4,Silent,16611056,17902150,4654554,1067803,1755107,3153640,753670,2217863,4299513,1291094,848059,315460,127575
1989:Q4,BabyBoom,4116022,5991988,2291886,807621,393084,410715,300096,765457,1023130,1875966,1386793,459547,29626
1989:Q4,GenX,90874,151358,47878,50159,3913,2712,2470,13505,30721,60484,25730,34278,476
1989:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q1,Silent,16652217,17962571,4643612,1091929,1706233,3202150,766474,2228087,4324087,1310354,874628,306337,129389
1990:Q1,BabyBoom,4119245,6030960,2315718,820812,327278,430858,299831,773501,1062962,1911716,1429550,449396,32770
1990:Q1,GenX,96478,164795,53654,54243,0,4934,1035,14806,36124,68317,31221,36587,509
1990:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q2,Silent,16848729,18181642,4707678,1094912,1760041,3250552,782565,2242406,4343489,1332913,897603,305505,129805
1990:Q2,BabyBoom,4200454,6147451,2324577,837475,346397,456650,314994,786522,1080836,1946997,1461873,452531,32593
1990:Q2,GenX,100843,178544,52907,60001,0,7407,1105,16621,40504,77701,36441,40676,584
1990:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q3,Silent,16809190,18157905,4717705,1110589,1600136,3297629,785886,2257428,4388532,1348715,913545,306669,128501
1990:Q3,BabyBoom,4104092,6083892,2383434,842325,160857,473575,296346,801520,1125835,1979800,1493509,459696,26595
1990:Q3,GenX,114996,201835,61587,63240,0,10035,836,18749,47388,86839,40212,45937,690
1990:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q4,Silent,17042483,18400660,4673470,1120232,1722402,3344444,812235,2263853,4464023,1358177,921360,306643,130174
1990:Q4,BabyBoom,4293702,6315819,2400822,851000,249810,494486,316351,809950,1193400,2022118,1526599,465907,29612
1990:Q4,GenX,136193,230701,72103,67809,0,12972,1048,20428,56341,94508,41851,51841,816
1990:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q1,Silent,17287060,18642508,4668658,1124434,1897747,3390667,844374,2255681,4460947,1355448,928919,294599,131930
1991:Q1,BabyBoom,4503831,6544500,2401483,868248,389667,515366,341064,805761,1222910,2040669,1557015,452727,30927
1991:Q1,GenX,157890,257452,77262,75101,0,16214,2106,20971,65798,99562,43758,54882,922
1991:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q2,Silent,17352016,18720926,4689738,1126251,1904857,3436548,861746,2254211,4447575,1368910,947759,289862,131289
1991:Q2,BabyBoom,4508679,6582788,2430061,876792,367959,540219,348561,808573,1210623,2074109,1592537,451481,30091
